t,Sol_x,Sol_y,Sol_z,Mercurio_x,Mercurio_y,Mercurio_z,Venus_x,Venus_y,Venus_z,Tierra_x,Tierra_y,Tierra_z,Marte_x,Marte_y,Marte_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturno_x,Saturno_y,Saturno_z,Urano_x,Urano_y,Urano_z,Neptuno_x,Neptuno_y,Neptuno_z
2.7e+08,1.35939e+09,4.47984e+09,0,-5.42813e+10,-6.83977e+09,0,8.6375e+10,-6.39806e+10,0,-1.38949e+11,-4.88089e+10,0,-1.9426e+11,-1.09626e+11,0,-7.45146e+10,-7.62441e+11,0,-3.41272e+11,1.40991e+12,0,2.30431e+12,1.7136e+12,0,4.25721e+12,1.44025e+12,0
2.70086e+08,1.35856e+09,4.48134e+09,0,-5.34653e+10,-1.09308e+10,0,8.81964e+10,-6.15954e+10,0,-1.38038e+11,-5.12044e+10,0,-1.93209e+11,-1.11434e+11,0,-7.33874e+10,-7.62561e+11,0,-3.42077e+11,1.40973e+12,0,2.30396e+12,1.71407e+12,0,4.25706e+12,1.44069e+12,0
2.70173e+08,1.35773e+09,4.48284e+09,0,-5.23554e+10,-1.49392e+10,0,8.99516e+10,-5.91598e+10,0,-1.37087e+11,-5.35835e+10,0,-1.92142e+11,-1.13232e+11,0,-7.226e+10,-7.6268e+11,0,-3.42882e+11,1.40954e+12,0,2.3036e+12,1.71454e+12,0,4.25691e+12,1.44113e+12,0
2.70259e+08,1.3569e+09,4.48435e+09,0,-5.09599e+10,-1.88443e+10,0,9.16393e+10,-5.66756e+10,0,-1.36094e+11,-5.59457e+10,0,-1.91058e+11,-1.1502e+11,0,-7.11324e+10,-7.62797e+11,0,-3.43686e+11,1.40935e+12,0,2.30325e+12,1.71501e+12,0,4.25675e+12,1.44158e+12,0
2.70346e+08,1.35607e+09,4.48584e+09,0,-4.92888e+10,-2.26266e+10,0,9.32579e+10,-5.41447e+10,0,-1.35062e+11,-5.82902e+10,0,-1.89958e+11,-1.16798e+11,0,-7.00047e+10,-7.62912e+11,0,-3.44491e+11,1.40916e+12,0,2.3029e+12,1.71548e+12,0,4.2566e+12,1.44202e+12,0
2.70432e+08,1.35524e+09,4.48734e+09,0,-4.73532e+10,-2.62672e+10,0,9.48063e+10,-5.1569e+10,0,-1.33989e+11,-6.06163e+10,0,-1.88841e+11,-1.18566e+11,0,-6.88768e+10,-7.63025e+11,0,-3.45296e+11,1.40897e+12,0,2.30255e+12,1.71595e+12,0,4.25645e+12,1.44247e+12,0
2.70518e+08,1.35441e+09,4.48884e+09,0,-4.51651e+10,-2.97485e+10,0,9.62832e+10,-4.89504e+10,0,-1.32877e+11,-6.29234e+10,0,-1.87709e+11,-1.20323e+11,0,-6.77488e+10,-7.63137e+11,0,-3.461e+11,1.40878e+12,0,2.3022e+12,1.71643e+12,0,4.2563e+12,1.44291e+12,0
2.70605e+08,1.35357e+09,4.49033e+09,0,-4.2738e+10,-3.30538e+10,0,9.76874e+10,-4.62909e+10,0,-1.31726e+11,-6.52108e+10,0,-1.8656e+11,-1.2207e+11,0,-6.66206e+10,-7.63247e+11,0,-3.46905e+11,1.40859e+12,0,2.30185e+12,1.7169e+12,0,4.25615e+12,1.44336e+12,0
2.70691e+08,1.35274e+09,4.49183e+09,0,-4.00861e+10,-3.61677e+10,0,9.90177e+10,-4.35924e+10,0,-1.30536e+11,-6.74779e+10,0,-1.85395e+11,-1.23805e+11,0,-6.54923e+10,-7.63356e+11,0,-3.47709e+11,1.4084e+12,0,2.30149e+12,1.71737e+12,0,4.256e+12,1.4438e+12,0
2.70778e+08,1.35191e+09,4.49332e+09,0,-3.72244e+10,-3.90757e+10,0,1.00273e+11,-4.08571e+10,0,-1.29307e+11,-6.97239e+10,0,-1.84214e+11,-1.2553e+11,0,-6.43639e+10,-7.63463e+11,0,-3.48513e+11,1.40821e+12,0,2.30114e+12,1.71784e+12,0,4.25585e+12,1.44424e+12,0
2.70864e+08,1.35108e+09,4.49481e+09,0,-3.41689e+10,-4.17649e+10,0,1.01452e+11,-3.80868e+10,0,-1.28041e+11,-7.19483e+10,0,-1.83018e+11,-1.27244e+11,0,-6.32352e+10,-7.63568e+11,0,-3.49317e+11,1.40802e+12,0,2.30079e+12,1.71831e+12,0,4.2557e+12,1.44469e+12,0
2.7095e+08,1.35025e+09,4.4963e+09,0,-3.0936e+10,-4.42231e+10,0,1.02555e+11,-3.52838e+10,0,-1.26736e+11,-7.41503e+10,0,-1.81806e+11,-1.28946e+11,0,-6.21065e+10,-7.63671e+11,0,-3.50121e+11,1.40783e+12,0,2.30044e+12,1.71878e+12,0,4.25554e+12,1.44513e+12,0
2.71037e+08,1.34942e+09,4.49778e+09,0,-2.7543e+10,-4.64396e+10,0,1.03579e+11,-3.24502e+10,0,-1.25394e+11,-7.63295e+10,0,-1.80578e+11,-1.30638e+11,0,-6.09776e+10,-7.63773e+11,0,-3.50925e+11,1.40763e+12,0,2.30009e+12,1.71925e+12,0,4.25539e+12,1.44558e+12,0
2.71123e+08,1.34858e+09,4.49927e+09,0,-2.40075e+10,-4.8405e+10,0,1.04524e+11,-2.95881e+10,0,-1.24015e+11,-7.8485e+10,0,-1.79335e+11,-1.32317e+11,0,-5.98486e+10,-7.63873e+11,0,-3.51728e+11,1.40744e+12,0,2.29973e+12,1.71972e+12,0,4.25524e+12,1.44602e+12,0
2.7121e+08,1.34775e+09,4.50075e+09,0,-2.03477e+10,-5.01109e+10,0,1.0539e+11,-2.66997e+10,0,-1.226e+11,-8.06164e+10,0,-1.78076e+11,-1.33985e+11,0,-5.87194e+10,-7.63972e+11,0,-3.52532e+11,1.40725e+12,0,2.29938e+12,1.72019e+12,0,4.25509e+12,1.44647e+12,0
2.71296e+08,1.34692e+09,4.50223e+09,0,-1.6582e+10,-5.15502e+10,0,1.06176e+11,-2.37872e+10,0,-1.21149e+11,-8.2723e+10,0,-1.76802e+11,-1.35642e+11,0,-5.75902e+10,-7.64069e+11,0,-3.53335e+11,1.40705e+12,0,2.29903e+12,1.72066e+12,0,4.25494e+12,1.44691e+12,0
2.71382e+08,1.34609e+09,4.50371e+09,0,-1.27291e+10,-5.27172e+10,0,1.0688e+11,-2.08527e+10,0,-1.19661e+11,-8.48042e+10,0,-1.75513e+11,-1.37286e+11,0,-5.64608e+10,-7.64164e+11,0,-3.54139e+11,1.40686e+12,0,2.29868e+12,1.72113e+12,0,4.25479e+12,1.44735e+12,0
2.71469e+08,1.34525e+09,4.50519e+09,0,-8.80813e+09,-5.36072e+10,0,1.07503e+11,-1.78987e+10,0,-1.18139e+11,-8.68594e+10,0,-1.74209e+11,-1.38918e+11,0,-5.53312e+10,-7.64257e+11,0,-3.54942e+11,1.40666e+12,0,2.29832e+12,1.7216e+12,0,4.25464e+12,1.4478e+12,0
2.71555e+08,1.34442e+09,4.50667e+09,0,-4.83818e+09,-5.42169e+10,0,1.08043e+11,-1.49273e+10,0,-1.16582e+11,-8.8888e+10,0,-1.7289e+11,-1.40539e+11,0,-5.42016e+10,-7.64349e+11,0,-3.55745e+11,1.40647e+12,0,2.29797e+12,1.72207e+12,0,4.25448e+12,1.44824e+12,0
2.71642e+08,1.34359e+09,4.50814e+09,0,-8.38487e+08,-5.45442e+10,0,1.08501e+11,-1.19407e+10,0,-1.14991e+11,-9.08894e+10,0,-1.71556e+11,-1.42146e+11,0,-5.30718e+10,-7.6444e+11,0,-3.56548e+11,1.40627e+12,0,2.29762e+12,1.72254e+12,0,4.25433e+12,1.44869e+12,0
2.71728e+08,1.34276e+09,4.50962e+09,0,3.17168e+09,-5.4588e+10,0,1.08875e+11,-8.94144e+09,0,-1.13365e+11,-9.28631e+10,0,-1.70208e+11,-1.43742e+11,0,-5.19419e+10,-7.64528e+11,0,-3.57351e+11,1.40608e+12,0,2.29726e+12,1.72301e+12,0,4.25418e+12,1.44913e+12,0
2.71814e+08,1.34192e+09,4.51109e+09,0,7.17308e+09,-5.43487e+10,0,1.09165e+11,-5.93168e+09,0,-1.11707e+11,-9.48085e+10,0,-1.68844e+11,-1.45324e+11,0,-5.08119e+10,-7.64615e+11,0,-3.58154e+11,1.40588e+12,0,2.29691e+12,1.72348e+12,0,4.25403e+12,1.44957e+12,0
2.71901e+08,1.34109e+09,4.51256e+09,0,1.11466e+10,-5.38276e+10,0,1.09372e+11,-2.91378e+09,0,-1.10015e+11,-9.6725e+10,0,-1.67467e+11,-1.46894e+11,0,-4.96818e+10,-7.647e+11,0,-3.58956e+11,1.40568e+12,0,2.29656e+12,1.72395e+12,0,4.25388e+12,1.45002e+12,0
2.71987e+08,1.34026e+09,4.51403e+09,0,1.50732e+10,-5.30275e+10,0,1.09494e+11,1.09906e+08,0,-1.08291e+11,-9.86121e+10,0,-1.66075e+11,-1.48452e+11,0,-4.85515e+10,-7.64784e+11,0,-3.59759e+11,1.40548e+12,0,2.2962e+12,1.72442e+12,0,4.25372e+12,1.45046e+12,0
2.72074e+08,1.33943e+09,4.51549e+09,0,1.89341e+10,-5.19522e+10,0,1.09532e+11,3.13703e+09,0,-1.06536e+11,-1.00469e+11,0,-1.64669e+11,-1.49996e+11,0,-4.74212e+10,-7.64866e+11,0,-3.60561e+11,1.40529e+12,0,2.29585e+12,1.72489e+12,0,4.25357e+12,1.45091e+12,0
2.7216e+08,1.33859e+09,4.51696e+09,0,2.27107e+10,-5.06065e+10,0,1.09485e+11,6.16523e+09,0,-1.04749e+11,-1.02296e+11,0,-1.63249e+11,-1.51527e+11,0,-4.62908e+10,-7.64946e+11,0,-3.61363e+11,1.40509e+12,0,2.2955e+12,1.72536e+12,0,4.25342e+12,1.45135e+12,0
2.72246e+08,1.33776e+09,4.51842e+09,0,2.6385e+10,-4.89967e+10,0,1.09354e+11,9.19214e+09,0,-1.02931e+11,-1.04092e+11,0,-1.61814e+11,-1.53045e+11,0,-4.51602e+10,-7.65025e+11,0,-3.62166e+11,1.40489e+12,0,2.29514e+12,1.72583e+12,0,4.25327e+12,1.4518e+12,0
2.72333e+08,1.33693e+09,4.51989e+09,0,2.9939e+10,-4.713e+10,0,1.09137e+11,1.22154e+10,0,-1.01083e+11,-1.05856e+11,0,-1.60366e+11,-1.54549e+11,0,-4.40296e+10,-7.65102e+11,0,-3.62968e+11,1.40469e+12,0,2.29479e+12,1.7263e+12,0,4.25312e+12,1.45224e+12,0
2.72419e+08,1.3361e+09,4.52135e+09,0,3.33554e+10,-4.50147e+10,0,1.08837e+11,1.52326e+10,0,-9.92051e+10,-1.07588e+11,0,-1.58905e+11,-1.5604e+11,0,-4.28988e+10,-7.65177e+11,0,-3.6377e+11,1.40449e+12,0,2.29444e+12,1.72677e+12,0,4.25296e+12,1.45268e+12,0
2.72506e+08,1.33526e+09,4.52281e+09,0,3.66172e+10,-4.26604e+10,0,1.08452e+11,1.82414e+10,0,-9.72982e+10,-1.09288e+11,0,-1.57429e+11,-1.57517e+11,0,-4.1768e+10,-7.6525e+11,0,-3.64571e+11,1.40429e+12,0,2.29408e+12,1.72724e+12,0,4.25281e+12,1.45313e+12,0
2.72592e+08,1.33443e+09,4.52426e+09,0,3.97082e+10,-4.00776e+10,0,1.07982e+11,2.12394e+10,0,-9.53627e+10,-1.10954e+11,0,-1.5594e+11,-1.58981e+11,0,-4.0637e+10,-7.65322e+11,0,-3.65373e+11,1.40409e+12,0,2.29373e+12,1.72771e+12,0,4.25266e+12,1.45357e+12,0
2.72678e+08,1.3336e+09,4.52572e+09,0,4.26126e+10,-3.72779e+10,0,1.07429e+11,2.42242e+10,0,-9.33991e+10,-1.12587e+11,0,-1.54438e+11,-1.60431e+11,0,-3.9506e+10,-7.65393e+11,0,-3.66175e+11,1.40389e+12,0,2.29337e+12,1.72818e+12,0,4.25251e+12,1.45401e+12,0
2.72765e+08,1.33277e+09,4.52717e+09,0,4.53154e+10,-3.4274e+10,0,1.06792e+11,2.71936e+10,0,-9.14081e+10,-1.14187e+11,0,-1.52923e+11,-1.61866e+11,0,-3.83749e+10,-7.65461e+11,0,-3.66976e+11,1.40369e+12,0,2.29302e+12,1.72865e+12,0,4.25236e+12,1.45446e+12,0
2.72851e+08,1.33193e+09,4.52863e+09,0,4.78023e+10,-3.10797e+10,0,1.06072e+11,3.0145e+10,0,-8.93903e+10,-1.15751e+11,0,-1.51394e+11,-1.63288e+11,0,-3.72437e+10,-7.65528e+11,0,-3.67777e+11,1.40348e+12,0,2.29266e+12,1.72912e+12,0,4.2522e+12,1.4549e+12,0
2.72938e+08,1.3311e+09,4.53008e+09,0,5.00598e+10,-2.77097e+10,0,1.05269e+11,3.30762e+10,0,-8.73462e+10,-1.17281e+11,0,-1.49853e+11,-1.64695e+11,0,-3.61124e+10,-7.65593e+11,0,-3.68579e+11,1.40328e+12,0,2.29231e+12,1.72959e+12,0,4.25205e+12,1.45535e+12,0
2.73024e+08,1.33027e+09,4.53153e+09,0,5.20755e+10,-2.41796e+10,0,1.04384e+11,3.59848e+10,0,-8.52764e+10,-1.18776e+11,0,-1.48299e+11,-1.66088e+11,0,-3.49811e+10,-7.65657e+11,0,-3.6938e+11,1.40308e+12,0,2.29196e+12,1.73006e+12,0,4.2519e+12,1.45579e+12,0
2.7311e+08,1.32944e+09,4.53298e+09,0,5.38375e+10,-2.0506e+10,0,1.03417e+11,3.88685e+10,0,-8.31815e+10,-1.20235e+11,0,-1.46732e+11,-1.67467e+11,0,-3.38496e+10,-7.65719e+11,0,-3.70181e+11,1.40287e+12,0,2.2916e+12,1.73053e+12,0,4.25175e+12,1.45623e+12,0
2.73197e+08,1.3286e+09,4.53442e+09,0,5.53354e+10,-1.67065e+10,0,1.0237e+11,4.1725e+10,0,-8.10621e+10,-1.21658e+11,0,-1.45153e+11,-1.68831e+11,0,-3.27181e+10,-7.65779e+11,0,-3.70981e+11,1.40267e+12,0,2.29125e+12,1.73099e+12,0,4.25159e+12,1.45668e+12,0
2.73283e+08,1.32777e+09,4.53587e+09,0,5.65597e+10,-1.27993e+10,0,1.01242e+11,4.4552e+10,0,-7.8919e+10,-1.23045e+11,0,-1.43561e+11,-1.7018e+11,0,-3.15865e+10,-7.65838e+11,0,-3.71782e+11,1.40247e+12,0,2.29089e+12,1.73146e+12,0,4.25144e+12,1.45712e+12,0
2.7337e+08,1.32694e+09,4.53731e+09,0,5.7502e+10,-8.80363e+09,0,1.00035e+11,4.73472e+10,0,-7.67526e+10,-1.24394e+11,0,-1.41957e+11,-1.71515e+11,0,-3.04548e+10,-7.65895e+11,0,-3.72583e+11,1.40226e+12,0,2.29054e+12,1.73193e+12,0,4.25129e+12,1.45757e+12,0
2.73456e+08,1.32611e+09,4.53875e+09,0,5.81552e+10,-4.73933e+09,0,9.87495e+10,5.01083e+10,0,-7.45636e+10,-1.25706e+11,0,-1.4034e+11,-1.72835e+11,0,-2.93231e+10,-7.6595e+11,0,-3.73383e+11,1.40205e+12,0,2.29018e+12,1.7324e+12,0,4.25114e+12,1.45801e+12,0
2.73542e+08,1.32528e+09,4.5402e+09,0,5.85137e+10,-6.26893e+08,0,9.73863e+10,5.28332e+10,0,-7.23527e+10,-1.26981e+11,0,-1.38712e+11,-1.74139e+11,0,-2.81913e+10,-7.66004e+11,0,-3.74184e+11,1.40185e+12,0,2.28983e+12,1.73287e+12,0,4.25098e+12,1.45845e+12,0
2.73629e+08,1.32444e+09,4.54163e+09,0,5.8573e+10,3.51257e+09,0,9.59466e+10,5.55196e+10,0,-7.01205e+10,-1.28218e+11,0,-1.37072e+11,-1.75429e+11,0,-2.70595e+10,-7.66056e+11,0,-3.74984e+11,1.40164e+12,0,2.28947e+12,1.73334e+12,0,4.25083e+12,1.4589e+12,0
2.73715e+08,1.32361e+09,4.54307e+09,0,5.83303e+10,7.65745e+09,0,9.44315e+10,5.81654e+10,0,-6.78677e+10,-1.29416e+11,0,-1.3542e+11,-1.76703e+11,0,-2.59275e+10,-7.66106e+11,0,-3.75784e+11,1.40144e+12,0,2.28912e+12,1.73381e+12,0,4.25068e+12,1.45934e+12,0
2.73802e+08,1.32278e+09,4.54451e+09,0,5.77842e+10,1.17858e+10,0,9.2842e+10,6.07683e+10,0,-6.55949e+10,-1.30575e+11,0,-1.33757e+11,-1.77962e+11,0,-2.47956e+10,-7.66155e+11,0,-3.76584e+11,1.40123e+12,0,2.28876e+12,1.73427e+12,0,4.25052e+12,1.45978e+12,0
2.73888e+08,1.32195e+09,4.54594e+09,0,5.69349e+10,1.58752e+10,0,9.11793e+10,6.33263e+10,0,-6.33027e+10,-1.31696e+11,0,-1.32082e+11,-1.79206e+11,0,-2.36635e+10,-7.66202e+11,0,-3.77384e+11,1.40102e+12,0,2.2884e+12,1.73474e+12,0,4.25037e+12,1.46023e+12,0
2.73974e+08,1.32112e+09,4.54738e+09,0,5.57844e+10,1.99033e+10,0,8.94448e+10,6.58372e+10,0,-6.09918e+10,-1.32777e+11,0,-1.30396e+11,-1.80433e+11,0,-2.25314e+10,-7.66247e+11,0,-3.78183e+11,1.40081e+12,0,2.28805e+12,1.73521e+12,0,4.25022e+12,1.46067e+12,0
2.74061e+08,1.32029e+09,4.54881e+09,0,5.43362e+10,2.38474e+10,0,8.76397e+10,6.82991e+10,0,-5.8663e+10,-1.33819e+11,0,-1.28699e+11,-1.81646e+11,0,-2.13993e+10,-7.66291e+11,0,-3.78983e+11,1.4006e+12,0,2.28769e+12,1.73568e+12,0,4.25006e+12,1.46112e+12,0
2.74147e+08,1.31945e+09,4.55024e+09,0,5.25956e+10,2.76851e+10,0,8.57654e+10,7.07099e+10,0,-5.63169e+10,-1.3482e+11,0,-1.2699e+11,-1.82842e+11,0,-2.02671e+10,-7.66332e+11,0,-3.79783e+11,1.4004e+12,0,2.28734e+12,1.73615e+12,0,4.24991e+12,1.46156e+12,0
2.74234e+08,1.31862e+09,4.55167e+09,0,5.05698e+10,3.13941e+10,0,8.38234e+10,7.30676e+10,0,-5.39541e+10,-1.35781e+11,0,-1.25271e+11,-1.84023e+11,0,-1.91349e+10,-7.66373e+11,0,-3.80582e+11,1.40019e+12,0,2.28698e+12,1.73662e+12,0,4.24976e+12,1.462e+12,0
2.7432e+08,1.31779e+09,4.5531e+09,0,4.82676e+10,3.49524e+10,0,8.18152e+10,7.53704e+10,0,-5.15753e+10,-1.36702e+11,0,-1.23541e+11,-1.85188e+11,0,-1.80026e+10,-7.66411e+11,0,-3.81381e+11,1.39998e+12,0,2.28663e+12,1.73708e+12,0,4.24961e+12,1.46245e+12,0
2.74406e+08,1.31696e+09,4.55452e+09,0,4.56997e+10,3.83387e+10,0,7.97422e+10,7.76162e+10,0,-4.91813e+10,-1.37582e+11,0,-1.21801e+11,-1.86337e+11,0,-1.68702e+10,-7.66448e+11,0,-3.8218e+11,1.39977e+12,0,2.28627e+12,1.73755e+12,0,4.24945e+12,1.46289e+12,0
2.74493e+08,1.31613e+09,4.55595e+09,0,4.28785e+10,4.15322e+10,0,7.76062e+10,7.98032e+10,0,-4.67727e+10,-1.38421e+11,0,-1.2005e+11,-1.87469e+11,0,-1.57379e+10,-7.66484e+11,0,-3.82979e+11,1.39955e+12,0,2.28591e+12,1.73802e+12,0,4.2493e+12,1.46333e+12,0
2.74579e+08,1.3153e+09,4.55737e+09,0,3.98181e+10,4.4513e+10,0,7.54088e+10,8.19297e+10,0,-4.43503e+10,-1.39219e+11,0,-1.18289e+11,-1.88586e+11,0,-1.46055e+10,-7.66517e+11,0,-3.83778e+11,1.39934e+12,0,2.28556e+12,1.73849e+12,0,4.24915e+12,1.46378e+12,0
2.74666e+08,1.31447e+09,4.55879e+09,0,3.65346e+10,4.72622e+10,0,7.31517e+10,8.39938e+10,0,-4.19146e+10,-1.39975e+11,0,-1.16518e+11,-1.89686e+11,0,-1.3473e+10,-7.66549e+11,0,-3.84577e+11,1.39913e+12,0,2.2852e+12,1.73895e+12,0,4.24899e+12,1.46422e+12,0
2.74752e+08,1.31364e+09,4.56021e+09,0,3.30455e+10,4.9762e+10,0,7.08367e+10,8.59939e+10,0,-3.94665e+10,-1.4069e+11,0,-1.14737e+11,-1.9077e+11,0,-1.23406e+10,-7.6658e+11,0,-3.85375e+11,1.39892e+12,0,2.28484e+12,1.73942e+12,0,4.24884e+12,1.46466e+12,0
2.74838e+08,1.31281e+09,4.56163e+09,0,2.93698e+10,5.19961e+10,0,6.84656e+10,8.79283e+10,0,-3.70067e+10,-1.41363e+11,0,-1.12946e+11,-1.91837e+11,0,-1.12081e+10,-7.66608e+11,0,-3.86174e+11,1.39871e+12,0,2.28449e+12,1.73989e+12,0,4.24869e+12,1.46511e+12,0
2.74925e+08,1.31198e+09,4.56305e+09,0,2.5528e+10,5.39495e+10,0,6.60403e+10,8.97954e+10,0,-3.45357e+10,-1.41993e+11,0,-1.11146e+11,-1.92887e+11,0,-1.00756e+10,-7.66635e+11,0,-3.86972e+11,1.39849e+12,0,2.28413e+12,1.74036e+12,0,4.24853e+12,1.46555e+12,0
2.75011e+08,1.31114e+09,4.56447e+09,0,2.15422e+10,5.5609e+10,0,6.35627e+10,9.15937e+10,0,-3.20545e+10,-1.42582e+11,0,-1.09336e+11,-1.93921e+11,0,-8.94301e+09,-7.66661e+11,0,-3.8777e+11,1.39828e+12,0,2.28377e+12,1.74082e+12,0,4.24838e+12,1.46599e+12,0
2.75098e+08,1.31031e+09,4.56588e+09,0,1.74353e+10,5.69632e+10,0,6.10347e+10,9.33216e+10,0,-2.95636e+10,-1.43128e+11,0,-1.07517e+11,-1.94939e+11,0,-7.81044e+09,-7.66684e+11,0,-3.88569e+11,1.39807e+12,0,2.28342e+12,1.74129e+12,0,4.24822e+12,1.46644e+12,0
2.75184e+08,1.30948e+09,4.5673e+09,0,1.32315e+10,5.80024e+10,0,5.84585e+10,9.49777e+10,0,-2.70639e+10,-1.43631e+11,0,-1.05688e+11,-1.95939e+11,0,-6.67785e+09,-7.66706e+11,0,-3.89367e+11,1.39785e+12,0,2.28306e+12,1.74176e+12,0,4.24807e+12,1.46688e+12,0
2.7527e+08,1.30865e+09,4.56871e+09,0,8.95581e+09,5.87191e+10,0,5.5836e+10,9.65606e+10,0,-2.45559e+10,-1.44092e+11,0,-1.0385e+11,-1.96923e+11,0,-5.54524e+09,-7.66727e+11,0,-3.90164e+11,1.39764e+12,0,2.2827e+12,1.74223e+12,0,4.24792e+12,1.46733e+12,0
2.75357e+08,1.30782e+09,4.57012e+09,0,4.63377e+09,5.91079e+10,0,5.31693e+10,9.8069e+10,0,-2.20405e+10,-1.44509e+11,0,-1.02004e+11,-1.97889e+11,0,-4.41262e+09,-7.66745e+11,0,-3.90962e+11,1.39742e+12,0,2.28235e+12,1.74269e+12,0,4.24776e+12,1.46777e+12,0
2.75443e+08,1.30699e+09,4.57153e+09,0,2.91539e+08,5.91656e+10,0,5.04607e+10,9.95017e+10,0,-1.95184e+10,-1.44884e+11,0,-1.00149e+11,-1.98838e+11,0,-3.27999e+09,-7.66762e+11,0,-3.9176e+11,1.3972e+12,0,2.28199e+12,1.74316e+12,0,4.24761e+12,1.46821e+12,0
2.7553e+08,1.30616e+09,4.57294e+09,0,-4.04451e+09,5.88913e+10,0,4.77121e+10,1.00857e+11,0,-1.69902e+10,-1.45216e+11,0,-9.82852e+10,-1.99771e+11,0,-2.14734e+09,-7.66778e+11,0,-3.92557e+11,1.39699e+12,0,2.28163e+12,1.74363e+12,0,4.24746e+12,1.46866e+12,0
2.75616e+08,1.30533e+09,4.57435e+09,0,-8.34798e+09,5.82861e+10,0,4.4926e+10,1.02135e+11,0,-1.44568e+10,-1.45505e+11,0,-9.64132e+10,-2.00686e+11,0,-1.01469e+09,-7.66791e+11,0,-3.93354e+11,1.39677e+12,0,2.28127e+12,1.74409e+12,0,4.2473e+12,1.4691e+12,0
2.75702e+08,1.3045e+09,4.57575e+09,0,-1.25926e+10,5.73536e+10,0,4.21044e+10,1.03333e+11,0,-1.19189e+10,-1.4575e+11,0,-9.45328e+10,-2.01584e+11,0,1.17965e+08,-7.66803e+11,0,-3.94152e+11,1.39655e+12,0,2.28092e+12,1.74456e+12,0,4.24715e+12,1.46954e+12,0
2.75789e+08,1.30367e+09,4.57716e+09,0,-1.67526e+10,5.60995e+10,0,3.92497e+10,1.04452e+11,0,-9.3771e+09,-1.45952e+11,0,-9.26444e+10,-2.02464e+11,0,1.25062e+09,-7.66814e+11,0,-3.94949e+11,1.39634e+12,0,2.28056e+12,1.74503e+12,0,4.24699e+12,1.46999e+12,0
2.75875e+08,1.30284e+09,4.57856e+09,0,-2.08027e+10,5.45319e+10,0,3.63642e+10,1.05489e+11,0,-6.83226e+09,-1.46111e+11,0,-9.07481e+10,-2.03327e+11,0,2.38328e+09,-7.66822e+11,0,-3.95746e+11,1.39612e+12,0,2.2802e+12,1.74549e+12,0,4.24684e+12,1.47043e+12,0
2.75962e+08,1.30201e+09,4.57996e+09,0,-2.47185e+10,5.26608e+10,0,3.34503e+10,1.06444e+11,0,-4.28507e+09,-1.46226e+11,0,-8.8844e+10,-2.04172e+11,0,3.51594e+09,-7.66829e+11,0,-3.96542e+11,1.3959e+12,0,2.27984e+12,1.74596e+12,0,4.24669e+12,1.47087e+12,0
2.76048e+08,1.30118e+09,4.58136e+09,0,-2.84765e+10,5.04983e+10,0,3.05102e+10,1.07317e+11,0,-1.73627e+09,-1.46298e+11,0,-8.69324e+10,-2.05e+11,0,4.64859e+09,-7.66835e+11,0,-3.97339e+11,1.39568e+12,0,2.27949e+12,1.74643e+12,0,4.24653e+12,1.47132e+12,0
2.76134e+08,1.30035e+09,4.58276e+09,0,-3.20547e+10,4.80584e+10,0,2.75463e+10,1.08105e+11,0,8.13399e+08,-1.46326e+11,0,-8.50133e+10,-2.0581e+11,0,5.78124e+09,-7.66838e+11,0,-3.98136e+11,1.39546e+12,0,2.27913e+12,1.74689e+12,0,4.24638e+12,1.47176e+12,0
2.76221e+08,1.29952e+09,4.58416e+09,0,-3.54321e+10,4.53567e+10,0,2.45612e+10,1.0881e+11,0,3.36321e+09,-1.46311e+11,0,-8.30869e+10,-2.06603e+11,0,6.91387e+09,-7.66841e+11,0,-3.98932e+11,1.39524e+12,0,2.27877e+12,1.74736e+12,0,4.24622e+12,1.4722e+12,0
2.76307e+08,1.29869e+09,4.58555e+09,0,-3.85894e+10,4.24108e+10,0,2.15571e+10,1.0943e+11,0,5.91243e+09,-1.46252e+11,0,-8.11534e+10,-2.07377e+11,0,8.0465e+09,-7.66841e+11,0,-3.99728e+11,1.39502e+12,0,2.27841e+12,1.74783e+12,0,4.24607e+12,1.47265e+12,0
2.76394e+08,1.29786e+09,4.58695e+09,0,-4.15089e+10,3.92393e+10,0,1.85365e+10,1.09965e+11,0,8.46032e+09,-1.4615e+11,0,-7.9213e+10,-2.08134e+11,0,9.1791e+09,-7.6684e+11,0,-4.00525e+11,1.3948e+12,0,2.27805e+12,1.74829e+12,0,4.24592e+12,1.47309e+12,0
2.7648e+08,1.29703e+09,4.58834e+09,0,-4.41746e+10,3.58624e+10,0,1.55019e+10,1.10414e+11,0,1.10061e+10,-1.46005e+11,0,-7.72658e+10,-2.08873e+11,0,1.03117e+10,-7.66837e+11,0,-4.01321e+11,1.39458e+12,0,2.2777e+12,1.74876e+12,0,4.24576e+12,1.47353e+12,0
2.76566e+08,1.2962e+09,4.58974e+09,0,-4.65724e+10,3.23013e+10,0,1.24558e+10,1.10777e+11,0,1.35492e+10,-1.45816e+11,0,-7.5312e+10,-2.09594e+11,0,1.14443e+10,-7.66832e+11,0,-4.02116e+11,1.39436e+12,0,2.27734e+12,1.74922e+12,0,4.24561e+12,1.47398e+12,0
